CASRN,CATMoS_LD50_mgkg,Canonical_QSARr,LogLD50
555-29-3,5710.0,CC(N)(CC1=CC(O)=C(O)C=C1)C(O)=O,3.756636108245848
55543-68-5,4500.0,CC1=CC=CC=C1OCC(O)=O,3.6532125137753435
5556-57-0,600.0,CCC1(CCC(=O)N1)C1C=CC=CC=1,2.7781512503836434
556-12-7,250.0,NC1N=NC(=CN=1)C=CC1=CC=C(O1)[N+]([O-])=O,2.3979400086720375
55619-22-2,2100.0,COC1C=CC(=CC=1C(=O)NCC1CCCN1CC)S(=O)(=O)CC,3.322219294733919
55636-92-5,2130.0,CC(C)NCC(O)COC1=CC=CC2C=C(OC=21)C(C)O,3.3283796034387376
55646-15-6,5550.0,CCCCCCC(C)(C)S,3.7442929831226763
5566-34-7,500.0,ClC1(Cl)CC2C(C1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,2.6989700043360187
55689-71-9,12.0,CC(C(O)=O)C1=CC2OCC3=CC(Cl)=CC=C3C(=O)C=2C=C1,1.0791812460476249
55690-47-6,34.0,CC(C(O)=O)C1=CC2OCC3=CC=CC=C3C(=O)C=2C=C1,1.5314789170422551
5571-97-1,1050.0,CN1C(C2=CC(Cl)=C(Cl)C=C2)S(=O)(=O)CCC1=O,3.0211892990699383
55739-78-1,2760.0,O=C1C(=C(Cl)Cl)C(=O)C2(Cl)C3CC(C=C3)C21Cl,3.4409090820652177
55769-64-7,1500.0,CN(CCN(C)C(COC(=O)C1=CC(OC)=C(OC)C(=C1)OC)CC)C(COC(=O)C1=CC(OC)=C(OC)C(=C1)OC)CC,3.1760912590556813
5578-42-7,1904.0,C[Si](Cl)(Cl)C1CCCCC1,3.2796669440484556
55837-18-8,1600.0,CC(C)CC1=CC=C(C=C1)C(CC)C(O)=O,3.2041199826559246
55843-86-2,292.0,CC(C(O)=O)C1C=CC(=CC=1)C1=CN2C=CC=CC2=N1,2.4653828514484184
5585-39-7,3100.0,CC(C)=CCCC(C)=CC#N,3.4913616938342726
5585-52-4,180.0,CC(C1C=CC=CC=1)C(C)(C)N,2.255272505103306
5585-67-1,2350.0,CN(C)CCOC(=O)C1=COC(C)C2CN3CCC4C5=CC(OC)=C(C=C5NC=4C3CC12)OC,3.3710678622717363
5585-73-9,700.0,CC(CC1C2=CC=CC=C2CCC2=CC=CC=C21)CN(C)C,2.845098040014257
5586-87-8,410.0,CC(CC1C=CC=CC=1)NCCCCl,2.6127838567197355
5588-10-3,630.0,CNC(C)CC1=CC=CC=C1OC,2.7993405494535817
5588-13-6,7500.0,OCC(O)C(O)C(O)C(=O)NNCC1C=CC=CC=1,3.8750612633917
5588-20-5,1165.0,CCC(CCCC)C1NC(=O)N(SC(Cl)(Cl)Cl)C1=O,3.0663259253620376
5588-22-7,450.0,CC(C)NCC(O)C1=CC=CC=C1Cl,2.6532125137753435
55881-07-7,7500.0,COC1C(OC2OC(C)C(OC3CC(C)(OC(C)=O)C(OC(=O)CC)C(C)O3)C(C2O)N(C)C)C(CC=O)CC(C)C(C=CC=CCC(C)OC(=O)CC1OC(=O)CC)OC(C)=O,3.8750612633917
55916-20-6,3000.0,O=C1C2C=CC(Br)=CC=2C(=O)C1(Br)C1=CC2=CC=CC=C2C=C1,3.4771212547196626
55937-99-0,9000.0,CCC(C)(OC1C=CC(CC2C=CC(Cl)=CC=2)=CC=1)C(=O)OCC,3.9542425094393248
55994-28-0,470.0,O=C1C(C2C(Cl)=CC=CC=2Cl)C(=O)C2=CC=CC=C12,2.6720978579357175
56-54-2,311.0,COC1C=CC2N=CC=C(C(O)C3CC4CCN3CC4C=C)C=2C=1,2.4927603890268375
56-84-8,3167.0,NC(CC(O)=O)C(O)=O,3.500648063371912
56066-63-8,1402.0,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1N(C)C,3.14674801363064
5607-54-5,6310.0,OC1C(=CC(Cl)=CC=1C1C=CC=CC=1)C(=O)NC1C=C(Cl)C=CC=1Cl,3.8000293592441343
561-43-3,780.0,C[N+]1(C)CCCC1COC(=O)C(O)(C1CCCCC1)C1C=CC=CC=1,2.8920946026904804
561-78-4,90.0,CCC(=O)OC1(CCN(C)CC1C)C1C=CC=CC=1,1.954242509439325
56141-00-5,10001.0,COC1=C(C=C(Cl)C=C1Cl)C(=O)OCCN(CCOC(=O)C1C(OC)=C(Cl)C=CC=1Cl)C1C=CC=CC=1,4.000043427276863
562-09-4,1000.0,CN(C)CCOC(C)(C1C=CC=CC=1)C1C=CC(Cl)=CC=1,3.0
56217-90-4,1350.0,CN1CCN(CC(=O)N=NCC2=CC=C(O2)[N+]([O-])=O)CC1,3.130333768495006
56323-90-1,880.0,CCCCCCCCCC1=CC(=CC=C1)OCCOCC(O)=O,2.9444826721501687
5633-16-9,700.0,CC1=CC=C(C2C=CC=CC=2)N1C1=CC=CC=C1OCCN(CC)CC,2.845098040014257
5633-25-0,44.0,CC(=O)OC(CC)C(CC(C)NC)(C1C=CC=CC=1)C1C=CC=CC=1,1.6434526764861874
56355-17-0,135.0,CC(C(O)=O)C1C=CC(=CC=1)OC1=NC=CS1,2.130333768495006
56358-09-9,2751.0,CCCCC(CNC1C=CC2=CC=CC=C2C=1N=NC1C=CC(=CC=1C)N=NC1=CC=CC=C1C)CC,3.4394905903896835
56368-47-9,50.0,O=C(SCC1C=CC=CC=1)N1CCOCC1,1.6989700043360187
56390-16-0,1000.0,CC1C2CC3C=CC(O)=CC=3C1(C)CCN2CCCC(=O)C1C=CC(F)=CC=1,3.0
56427-43-1,130.0,CC(C(O)=O)C1=CC2=C(C=C1)OCC1=CC=CC=C1C2=O,2.113943352306837
56430-99-0,2235.0,CCC(O)(C1=CC(=CC=C1)C(F)(F)F)C1C=CC=CC=1,3.3492775274679554
56461-33-7,41.1,OC(=O)C1CCC2C(=CC=CC=21)C(=O)C1C=CC=CC=1,1.6138418218760693
56461-34-8,244.0,CC1=CC=C(C=C1)C(=O)C1=CC=CC2C(CCC=21)C(O)=O,2.387389826338729
56485-47-3,270.0,NC1CC2=CC=CC=C2CCC1,2.4313637641589874
56488-59-6,2400.0,CC(C)(C)C1C=CC(=CC=1)OCC(O)COC1C=CC(=CC=1)C(O)=O,3.380211241711606
565-64-0,289.0,OC(=O)C(Cl)CCl,2.4608978427565478
56534-02-2,10001.0,ClC1CC2C3C1C(Cl)=C(Cl)C2(Cl)C(Cl)=C3Cl,4.000043427276863
56538-00-2,25.0,[O-][N+](=O)C1C=CC(O)=C(CNCCCl)C=1,1.3979400086720377
56538-01-3,28.0,COC1C=CC(=CC=1CNCCCl)[N+]([O-])=O,1.4471580313422192
56619-72-8,10000.0,CC(=O)N1CCSC1C(=O)OC1C(CO)=C(CO)C=NC=1C,4.0
56632-42-9,4000.0,CC1C=CC=C2C=1NC(=O)C2(C1C=CC(=CC=1)OC(=O)OCC)C1C=CC(=CC=1)OC(=O)OCC,3.6020599913279625
56747-96-7,7500.0,CC1(C)CC2C1CCC1(C)CC2(O)CCC1,3.8750612633917
5675-57-0,22.0,CC(=CC(=O)OCC)OP(=O)(OCC)OCC,1.3424226808222062
56856-83-8,130.0,CC(=O)OCN(C)N=O,2.113943352306837
56903-65-2,1800.0,O=C(NC(CCC1=CC2OCOC=2C=C1)CCC1=CC2OCOC=2C=C1)C1C=CC(Cl)=CC=1,3.255272505103306
56962-04-0,2751.0,OC1C=C(Br)C=C(Cl)C=1,3.4394905903896835
56973-16-1,2100.0,O=C1C=CC(=O)N1C1=C(F)C(F)=C(F)C(=C1F)N1C(=O)C=CC1=O,3.322219294733919
56983-13-2,1295.0,CCC1CC2C=C(CC(O)=O)C=CC=2O1,3.1122697684172707
57-74-9,347.0,ClC1(Cl)C2(Cl)C3CC(Cl)C(Cl)C3C1(Cl)C(Cl)=C2Cl,2.5403294747908736
57021-61-1,6000.0,CC1C=CC=C(C)C=1/N=C(\O)/C1C=CC=NC=1O,3.7781512503836434
57081-55-7,1900.0,CN1CCC(CC1)OC(=O)COC1C=CC(CC2C=CC(Cl)=CC=2)=CC=1,3.278753600952829
57144-56-6,1500.0,CC(C)C1CC2=CC(=CC=C2C1)C(C)C(O)=O,3.1760912590556813
57165-58-9,3500.0,OC1=C(C=CC(O)=C1O)C(=O)CC1=CC(O)=C(O)C=C1,3.5440680443502757
5721-72-2,297.0,CNC(=O)OC1=CC=CC2C(O)=CC=CC=21,2.4727564493172123
5726-19-2,2751.0,CC1CCCCC1OC(C)=O,3.4394905903896835
57333-96-7,3.279,CC(C)C(O)CCC(C)C1CCC2C(CCCC21C)=CC=C1CC(O)CC(O)C1=C,0.5157414166693652
57342-05-9,646.0,CN1CCN(CC1)C1=CC2=CC=CC=C2OC2C=CC(F)=CC=21,2.8102325179950842
5736-70-9,1100.0,CC1C=CC(CCCC)=C(O)C=1,3.041392685158225
57432-61-8,93.0,CCC(CO)NC(=O)C1CN(C)C2CC3=CNC4C=CC=C(C3=4)C2=C1,1.968482948553935
57495-14-4,215.0,CC(C(O)=O)C1C=CC=C(C=1)C(=O)C1C=CC=CC=1,2.3324384599156054
57524-15-9,420.0,CC1C=CC(NC2NCCN=2)=C(Cl)C=1,2.6232492903979003
57558-46-0,369.0,CC(CC1=CC=C(C=C1)OC)N(CCCC(=O)C1CCCCC1)CC,2.56702636615906
57614-25-2,1500.0,CN(C)CCCN1N=C(C2C=C(C)C=CC1=2)C1C=CC=CC=1,3.1760912590556813
5763-44-0,10001.0,O=C1NC(=O)C2CCCC12,4.000043427276863
57645-49-5,2550.0,COC1=CC(N)=C(Cl)C=C1C(=O)NC1CCNCC1,3.406540180433955
57647-13-9,800.0,CCN(CCN(CCN(CC)CC)N1C=C(C2=CC=CC=C12)C1C=CC=CC=1)CC,2.9030899869919438
57647-36-6,650.0,CN(CCN(CC)CC)N1C=C(C2=CC=CC=C12)C1C=CC=CC=1,2.8129133566428557
57647-53-7,980.0,CC1C=CC2=C(C=1)C(=CN2N(CCN(C)C)CCN(C)C)C1C=CC=CC=1,2.9912260756924947
5766-48-3,970.0,ClCCN1CC(CCC1)C(C1C=CC=CC=1)C1C=CC=CC=1,2.9867717342662448
5766-76-7,500.0,OC(=O)C1=CC=CC=C1N=CC1C=CC=CC=1,2.6989700043360187
57726-65-5,105.0,CC1=NN=C(O1)C(CCN1CC2CCC1CC2)(C1=CC=CC=C1)C1=CC=CC=C1,2.0211892990699383
57729-86-9,4.43,[O-][N+](=O)C1C=C(C(NC2C(Br)=CC(Br)=CC=2Br)=C(C=1)[N+]([O-])=O)C(F)(F)F,0.6464037262230695
57846-34-1,520.0,CC1=C(CC(=O)C(C(=O)OCC)C(=O)OCC)C2C=C(C=CC=2N1C(=O)C1C=CC(Cl)=CC=1)OC,2.716003343634799
57846-35-2,208.0,CC1=C(CC(=O)C(C(=O)OC)C(=O)OC)C2C=C(C=CC=2N1C(=O)C1C=CC(Cl)=CC=1)OC,2.3180633349627615
57846-36-3,175.0,COC1=CC2C(CC(=O)C(C(=O)OCC)C(C)=O)=C(C)N(C=2C=C1)C(=O)C1C=CC(Cl)=CC=1,2.2430380486862944
57846-37-4,82.0,CC1=C(CC(=O)C(C#N)C(=O)OCC)C2C=C(C=CC=2N1C(=O)C1C=CC(Cl)=CC=1)OC,1.9138138523837167
57859-47-9,10001.0,CCC=CCCOC(=O)C(C)C,4.000043427276863
5787-73-5,320.0,CCCCCC(C)NC,2.505149978319906
57897-49-1,150.0,COC1=CC2OC(C)(C)C(=C(C=2C=C1)C1C=CC(=CC=1)OCCN1CCCC1)C1C=CC=CC=1,2.1760912590556813
5790-90-9,3500.0,CN1C(=O)OC2C=CC(Cl)=CC1=2,3.5440680443502757
57910-39-1,329.0,CC(C)(C)N=NC(C)(C)O,2.5171958979499744
57933-19-4,812.0,CC1=CC2C3CN(CCCC(=O)C4C=CC(F)=CC=4)CCC3NC=2C=C1,2.9095560292411755
5794-23-0,230.0,CCOC(=O)C1(CCN(CCOCCO)CC1)C1C=CC=CC=1,2.361727836017593
58-71-9,10000.0,CC(=O)OCC1CSC2C(NC(=O)CC3=CC=CS3)C(=O)N2C=1C(O)=O,4.0
58-89-9,141.0,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,2.1492191126553797
58041-19-3,3000.0,C1CSC(=C(O1)C1C=CC=CC=1)C1C=CC=CC=1,3.4771212547196626
5809-59-6,65.0,C=CC(O)C#N,1.8129133566428555
58095-31-1,7500.0,NC(=O)NC1CCC(=O)C2SC=CC=21,3.8750612633917
581-12-4,350.0,CC12CCC3C(CC=C4CC(=O)CCC43C)C1CCC2OC(=O)C1C=CC=CC=1,2.5440680443502757
58100-26-8,1050.0,NNC(=O)C(N)CS,3.0211892990699383
58139-96-1,613.0,N#CC(N=NC1C=CC(=CC=1)C(F)(F)F)N=NC1C=CC(=CC=1)C(F)(F)F,2.787460474518415
5823-20-1,100.0,CCOP(=S)(OCC)SC(C#N)C1C=CC=CC=1,2.0
5823-25-6,1000.0,CCOC(=O)COP(=S)(OCC)OCC,3.0
5825-79-6,3800.0,CC1C=C(C=C(C)C=1Cl)OCCO,3.57978359661681
5826-85-7,15.6,CC1=CC(=O)OC2C=C(C=CC1=2)OP(=S)(OC)OC,1.1931245983544616
5826-91-5,261.0,CC1N=C(C=C(CCC)N=1)OP(=S)(OCC)OCC,2.416640507338281
5827-05-4,25.0,CCS(=O)CSP(=S)(OC(C)C)OC(C)C,1.3979400086720377
58327-07-4,7500.0,CC1CC(CC(C)(C)C1)OC(=O)COC1=CC=CC=C1Cl,3.8750612633917
58327-09-6,3000.0,CC1CC(CC(C)(C)C1)OC(=O)COC1C=CC(F)=CC=1,3.4771212547196626
58327-10-9,7500.0,CC1CC(CC(C)(C)C1)OC(=O)COC1C=CC(I)=CC=1,3.8750612633917
58327-12-1,7500.0,CC(OC1=CC=CC=C1Cl)C(=O)OC1CC(C)CC(C)(C)C1,3.8750612633917
58327-13-2,7500.0,CC1CC(CC(C)(C)C1)OC(=O)C(C)OC1C=CC(F)=CC=1,3.8750612633917
58327-14-3,4000.0,CC1(C)CC(CC(C)C1)OC(=O)C(C)OC1C=C(C=CC=1)C(F)(F)F,3.6020599913279625
58327-15-4,7500.0,CC1CC(CC(C)(C)C1)OC(=O)C(C)(C)OC1C=CC(Cl)=CC=1,3.8750612633917
58327-19-8,7500.0,CC(C)C(OC1=CC=CC=C1Cl)C(=O)OC1CC(C)(C)CC(C)C1,3.8750612633917
58327-21-2,7500.0,CC(C)C(OC1=CC=C(Cl)C=C1)C(=O)OC1CC(C)CC(C)(C)C1,3.8750612633917
58327-22-3,7500.0,CC1(C)CC(CC(C)C1)OC(=O)C(C)(CC)OC1C=CC(Cl)=CC=1,3.8750612633917
5834-97-9,700.0,C=CCN=NC1C=CC=CC=1,2.845098040014257
58348-97-3,1655.0,CC1=C(OC2C(=CC=CC=2C(O)=O)C1=O)C1C=CC=CC=1,3.2187979981117376
5836-04-4,68.0,ClC1(Cl)C2(Cl)C3C(C4C=CC3O4)C1(Cl)C(Cl)=C2Cl,1.8325089127062364
5837-63-8,7500.0,CCC(=O)OC1=C(OC(=O)CC)C(=O)OC1=O,3.8750612633917
5837-68-3,7000.0,O=C(CCCl)OC1=C(OC(=O)CCCl)C(=O)OC1=O,3.845098040014257
5837-78-5,7500.0,CC(=CC)C(=O)OCC,3.8750612633917
58416-00-5,1000.0,CCCOC(=O)C1SC(C(=O)OCCC)=C(O)C=1O,3.0
58458-52-9,1375.0,CC(CC(=O)NCCO)=CC1C=CC=CC=1,3.1383026981662816
58458-54-1,1500.0,CC(CC(=O)N(CCO)CCO)=CC1C=CC=CC=1,3.1760912590556813
58458-55-2,2300.0,CC(CC(=O)N(CC)CC)=CC1C=CC=CC=1,3.361727836017593
58458-56-3,1000.0,CC(CC(=O)N1CCOCC1)=CC1C=CC=CC=1,3.0
58513-59-0,410.0,CN(C)S(=O)(=O)C1=CC2C(=CCCN3CCN(C)CC3)C3C=CC=CC=3SC=2C=C1,2.6127838567197355
5863-35-4,1778.0,COC1C=CC(=CC=1)C(C1=CC=C(C=C1)OCCN1CCCC1)=C(C1C=CC=CC=1)[N+]([O-])=O,3.249931756634195
58712-69-9,10001.0,O=C1C2C=C(C=C(Cl)C=2OC2N=CC=CC=21)C1=NNN=N1,4.000043427276863
588-53-4,3500.0,OC1C=CC(=CC=1)N=CC1C=CC=CC=1,3.5440680443502757
5882-48-4,689.0,CN(C)C1C=CC(O)=CC=1,2.8382192219076257
58861-48-6,500.0,FC1C=CC(=CC=1)C1=CC=CS1,2.6989700043360187
589-32-2,340.0,CCN(CCSSCCN(CC)CC)CC,2.531478917042255
58902-64-0,4500.0,CCCCC1(CCC2=CC=CC=N2)C(=O)N(C2C=CC=CC=2)N(C2C=CC=CC=2)C1=O,3.6532125137753435
5892-41-1,1500.0,CC(C)CCOC(=O)C(NCCN(CC)CC)C1=CC=CC=C1,3.1760912590556813
58934-46-6,435.0,CC(C)N1CCC(CC1)N(C(=O)CC1C=CC=CC=1)C1C=CC(Cl)=CC=1,2.6384892569546374
58955-82-1,1000.0,CC1C=CC(=CC=1)C1=NCOCS1,3.0
58955-83-2,900.0,COC1C=CC(=CC=1)C1=NCOCS1,2.9542425094393248
58955-84-3,650.0,C1N=C(SCO1)C1C=CC=CC=1,2.8129133566428557
58994-96-0,46.4,COC1OC(CNC(=O)N(CCCl)N=O)C(O)C(O)C1O,1.6665179805548809
58995-43-0,5.0,CCOP(C)(=S)OC1C=C2C=CC=NC2=CC=1,0.6989700043360189
58995-44-1,7.0,COP(=S)(OC)SCN1C(=O)CCC1=O,0.8450980400142568
59-53-0,956.0,CC(=O)NC(C(O)=O)C(C)(C)S,2.9804578922761
590-00-1,4340.0,CC=CC=CC(O)=O,3.637489729512511
590-12-5,62.0,BrC=CBr,1.792391689498254
590-88-5,1350.0,CC(N)CCN,3.130333768495006
5902-52-3,820.0,COP(N)(=S)OC1C=CC(=CC=1Cl)C(C)(C)C,2.9138138523837167
5902-85-2,631.0,S=C1NC2C=CC=CC=2S1,2.8000293592441343
5903-13-9,67.0,CN(C(=O)CF)C1=CC=CC2=CC=CC=C21,1.8260748027008264
59035-98-2,1000.0,CC1=NC=CN=C1SCC1=CC=CO1,3.0
59118-21-7,800.0,CC1(C)OC(C)(C)C2=C1N=NC(C1=CC=C(C=C1)[N+]([O-])=O)=[N+]2[O-],2.9030899869919438
59128-97-1,2858.0,O=C1CN2CCOC2(C2=CC=CC=C2F)C2C=C(Br)C=CC=2N1,3.4560622244549513
5914-66-9,2500.0,COC1C=C(C=C(OC)C=1OC)C(=O)OCCCCN1CCN(CC1)C1C=CC=CC=1,3.3979400086720375
59182-63-7,1550.0,CC(CC1CCCCC1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1,3.1903316981702914
59204-74-9,25.0,CC(C)=CCC(=O)C1C=COC=1,1.3979400086720377
59214-90-3,850.0,NC1C=CC(=CC=1NC(=O)C1=CN=CC=C1)C(F)(F)F,2.929418925714293
59227-74-6,2090.0,CC(C)(C)NCCC(O)C1=CC(=NC2C(=CC=CC1=2)C(F)(F)F)C(F)(F)F,3.3201462861110542
59263-66-0,300.0,CN(C=NC1C=CC(C)=CC=1C)SN(C)C=NC1C=CC(C)=CC=1C,2.4771212547196626
5928-69-8,916.0,C1CN(CCOC(C2=CC=CC=C2)C2=CC=CC=C2)CCO1,2.9618954736678504
5929-09-9,420.0,CC(C)(C)CC(C)(C)C1C=CC(=CC=1)OCCOCC[N+](C)(C)CC1C=CC=CC=1,2.6232492903979003
59323-76-1,2751.0,CC1OCCC(CCC)S1,3.4394905903896835
59330-98-2,4750.0,ClC1=C(C=CC=C1Cl)C1CCCCC1,3.6766936096248664
59333-90-3,1850.0,CC(C)NCC(O)COC1=CC=CC=C1C1CCCCC1,3.2671717284030137
5934-55-4,482.0,CCC1CC2CN3CCC4C5C=C(C=CC=5NC=4C(C2)C31)OC,2.6830470382388496
59354-78-8,2066.0,CC(C)(C)CCCCC(O)=O,3.315130317183602
59375-53-0,0.27,CNC(=O)ON=C1SCCSC1(C)C,-0.5686362358410126
59375-61-0,0.67,CC1(C)SCSC1=NOC(=O)NC,-0.17392519729917355
59375-66-5,0.88,CC1SCSC1=NOC(=O)NC,-0.05551732784983137
59375-67-6,2.0,CC1(C)SC(CS1)=NOC(=O)NC,0.3010299956639812
59375-68-7,52.0,NC(=O)ON=C1CSCCS1,1.7160033436347992
59375-71-2,2.2,CNC(=O)ON=C1SCCSC1C,0.3424226808222063
59463-54-6,210.0,CCOC(=S)SCC#N,2.322219294733919
59470-49-4,10001.0,OC(=O)C1OC(NNC(=O)C2C=CN=CC=2)C(O)C(O)C1O,4.000043427276863
5954-10-9,925.0,CCOP(=O)(OCC)SC1C(Cl)=C(Cl)C(Cl)=C(Cl)C=1Cl,2.9661417327390325
5956-63-8,10000.0,COC1=C(O)C=C2C(=O)OC3C(OC(CO)C(O)C3O)C2=C1O,4.0
5957-75-5,860.0,CC1CC2C(CC=1)C(C)(C)OC1=CC(CCCCC)=CC(O)=C12,2.934498451243568
5965-13-9,359.0,COC1C=CC2CC3C4CCC(O)C5OC=1C=2C45CCN3C,2.5550944485783194
5965-49-1,215.0,CCC(=O)C1(CCN(C)CC1)C1C=CC=C(O)C=1,2.3324384599156054
59652-29-8,750.0,CCC1C=CC=C2C=C(OC2=1)C(O)CNC(C)(C)C,2.8750612633917
597-88-6,17.9,CCSP(=O)(OC1C=CC(=CC=1)[N+]([O-])=O)OCC,1.252853030979893
59708-57-5,575.0,CC1C(=CC=CC=1C)OCC(O)CNC(C)(C)C,2.7596678446896306
5974-09-4,500.0,COC1C=CC(=CC=1OC)C(CCCC1C=CC=CC=1)N(C)C,2.6989700043360187
5976-95-4,4748.0,OC(=O)C(O)C(O)C(O)=O,3.6765107102825536
598-58-3,344.0,CO[N+]([O-])=O,2.53655844257153
59866-21-6,10000.0,OC(=O)C(=O)CC(O)=O,4.0
59866-24-9,10000.0,OC(=O)C(=O)CC(O)=O,4.0
59875-04-6,2500.0,CCCC(=O)NC(C)C(O)=O,3.3979400086720375
5988-51-2,2600.0,OC(=O)C(O)C(O)C(O)=O,3.4149733479708178
59894-87-0,1408.0,N#CCCC1CN2CCC3=CC4OCOC=4C=C3C2CC1=O,3.1486026548060932
59894-95-0,780.0,CCOC1C=C2CCN3CC(CCC#N)C(=O)CC3C2=CC=1OCC,2.8920946026904804
59897-92-6,3166.0,CCOC(=O)CC(C)(C)C(Cl)C=C(Cl)Cl,3.5005109105263372
59939-17-2,7000.0,CC(=NC1C(I)=CC(I)=C(C=1I)C(=O)NCC(C)C(O)=O)N1CCOCC1,3.845098040014257
60-57-1,38.0,ClC1(Cl)C2(Cl)C3C4CC(C5OC54)C3C1(Cl)C(Cl)=C2Cl,1.5797835966168101
60012-87-5,7500.0,O=C1OC(CC21CC(CBr)OC2=O)CBr,3.8750612633917
60012-88-6,3000.0,CCN(CC1CC2(CC(CN(CC)CC)OC2=O)C(=O)O1)CC,3.4771212547196626
60012-89-7,3000.0,O=C1OC(CC21CC(CN1CCCCC1)OC2=O)CN1CCCCC1,3.4771212547196626
6002-77-3,1381.0,CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=CC=C23)CC1,3.140193678578631
60027-80-7,500.0,COC1C=CC(C=NC2=CC=CC=C2C(O)=O)=CC=1,2.6989700043360187
60029-23-4,990.0,O=CNC(N1CCOCC1)C(Cl)(Cl)Cl,2.99563519459755
60045-41-2,258.0,COC1C=CC(C=C2C(=O)N=C3C4=CC=CC=C4N=CN23)=CC=1,2.41161970596323
60045-43-4,355.0,CN(C)C1C=CC(C=C2C(=O)N=C3C4=CC=CC=C4N=CN23)=CC=1,2.550228353055094
60045-47-8,1290.0,[O-][N+](=O)C1=CC=C(C=C2C(=O)N=C3C4=CC=CC=C4N=CN32)C=C1,3.110589710299249
60051-79-8,340.0,CC1=C(CC(=O)OC2=CC(Cl)=CC=C2)C2C=C(C=CC=2N1C(=O)C1C=CC(Cl)=CC=1)OC,2.531478917042255
60070-44-2,1320.0,CNCCCC12CC(C3=CC=CC=C13)C1=CC=CC=C21,3.12057393120585
60086-22-8,319.0,CN1CCC(CC1)=C1C2=CC=CC=C2OC2C=CC(Cl)=CC=21,2.503790683057181
6009-67-2,600.0,CCN(CCC1(C(=O)OC2=CC=CC=C12)C1C=CC=CC=1)CC,2.7781512503836434
60090-47-3,2400.0,CC1=CC=CC(CC)=C1N(COCC)C(=O)CO,3.380211241711606
601-77-4,850.0,CC(C)N(N=O)C(C)C,2.929418925714293
6012-83-5,7500.0,CCOCC(O)(C1C=CC(Cl)=CC=1)C1C=CC(Cl)=CC=1,3.8750612633917
6012-87-9,10.0,CCOP(=S)(OC1C=CC(=CC=1Cl)[N+]([O-])=O)OCC,1.0
6013-05-4,50.0,N#CC(=CC1C=CC(Cl)=CC=1Cl)C(O)=O,1.6989700043360187
60244-60-2,2.5,COC1C(=O)N(C)N=CC=1OP(=S)(OCC)OCC,0.3979400086720376
60244-63-5,15.0,COC1=C(C=NN(C)C1=O)OP(=O)(OCCC)OCCC,1.1760912590556813
60244-66-8,1.9,COC1=C(C=NN(C)C1=O)OP(=O)(OC(C)C)OC(C)C,0.2787536009528289
60244-69-1,36.0,COC1=C(CN=NC1=O)OP(=O)(OCC(C)C)OCC(C)C,1.5563025007672873
60244-70-4,135.0,COC1C(=O)N(C)N=CC=1OP(=S)(OCC(C)C)OCC(C)C,2.130333768495006
60270-84-0,4450.0,CCC1=CC(C(O)=O)=C(C=C1)C(=O)C1C=CC=CC=1,3.6483600109809315
6029-54-5,10000.0,CC(C)(C)C1=CC(CN2CCN(CC3=CC(=C(O)C(=C3)C(C)(C)C)C(C)(C)C)CC2)=CC(=C1O)C(C)(C)C,4.0
603-41-8,5838.0,OC1C=CC(=CC=1)C(C1=CC=CC=N1)C1C=CC(O)=CC=1,3.7662640906519957
6031-86-3,235.0,COC1C=C2C(CC3C4CCCCC24CCN3C)=CC=1,2.3710678622717363
60312-67-6,3000.0,O=C1C(OC2=CC=CC=C21)C1C=CC=CC=1,3.4771212547196626
60348-77-8,7500.0,OC1C=CC(=CC=1)C1(NC(=O)NC1=O)C1C=CC(O)=CC=1,3.8750612633917
60364-26-3,9000.0,CC=C(C(C)C)C(=O)NC(N)=O,3.9542425094393248
60439-52-3,262.0,CNC1=C(Cl)C=C(C=C1Cl)C(=O)NC1CC1,2.4183012913197452
60479-97-2,300.0,CN(C)CCCN1C2=CC=CC=C2SC2C=CC(=CC1=2)C(=O)CCC,2.4771212547196626
6048-06-2,957.0,CCOC(=O)C=CC1C=CC(Cl)=CC=1,2.9809119377768436
60525-15-7,844.0,CN(C)CC=C(C1=CN=CC=C1)C1C=CC(Br)=CC=1,2.926342446625655
6055-06-7,335.0,CN1CCC23C4OC5C2=C(CC1C3C=CC4O)C=CC=5O,2.525044807036845
6055-48-7,880.0,CC1=CC=CC=C1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,2.9444826721501687
60559-94-6,278.0,CC(C)(C)/N=C(\NC#N)/NC1=CN=CC=C1,2.444044795918076
60559-98-0,14.0,CCC(C)(C)/N=C(\NC#N)/NC1=CN=CC=C1,1.146128035678238
6056-11-7,530.0,O=C(OCCOCCN1CCCCC1)N1C2N=CC=CC=2SC2=CC=CC=C12,2.724275869600789
60563-10-2,2410.0,OCCN1CCN(CCC1)CCCN1C2=CC=CC=C2C=CC2=CC=CC=C12,3.3820170425748683
60583-65-5,8000.0,CC(=O)C1(O)CCC(CC1)C1C=CC=CC=1,3.9030899869919438
60634-59-5,3500.0,CCOC1=CC=C(C2=CC=CC=C21)C(=O)COC(=O)CCC(O)=O,3.5440680443502757
